t,x,y,z
89,-4.354033816520071,-2.4841513294935895,25.88555287262973
90,-4.167045567817423,-2.5513735591567923,25.30343225163262
91,-4.00547836695136,-2.638227030406761,24.73499095707106
92,-3.8687532332969004,-2.742623990996218,24.181064811189838
93,-3.756140309066832,-2.862942929680862,23.642341770553617
94,-3.666820571128235,-2.997993257671657,23.119415476746177
95,-3.599937839782577,-3.1469756023849125,22.612828764192955
96,-3.5546416160428107,-3.3094406621727637,22.12310916266679
97,-3.530121520655806,-3.485248662984289,21.65079834003151
98,-3.525634234888654,-3.6745307105428298,21.19647723073105
99,-3.5405238824540715,-3.877652731369192,20.76078835061395
100,-3.5742367673455835,-4.095182221403411,20.34445654896367
101,-3.626331312751366,-4.327857647956434,19.948309216305173
102,-3.696483946271873,-4.576560055571911,19.573296760929516
103,-3.7844915572018767,-4.842286187448405,19.220513988383768
104,-3.8902710202265296,-5.126122232449257,18.89122286063307
105,-4.0138561414488025,-5.429217127474575,18.58687696535322
106,-4.15539224005138,-5.752754173228131,18.30914787804753
107,-4.315128433369055,-6.097919548566317,18.05995343513648
108,-4.493407544888782,-6.465866128691204,17.84148773715033
109,-4.690653403269024,-6.857670823871631,17.65625244729534
110,-4.9073551453292845,-7.274283462239413,17.50708861858572
111,-5.144047977020297,-7.716465054187695,17.397207845860144
112,-5.401289684737037,-8.184713118958516,17.330220967821294
113,-5.679632028159185,-8.679171662018234,17.31016180743235
114,-5.97958599154509,-9.199523419141517,17.34150250606239
115,-6.301579734304733,-9.74486220800678,17.429155852893956
116,-6.645907981674937,-10.313543758445684,17.578458625519126
117,-7.012671559352012,-10.903014370881408,17.795128356674695
118,-7.401705840504952,-11.509618358572446,18.085184188395566
119,-7.812497092311701,-12.128387675989556,18.454820704304638
120,-8.244086150679486,-12.752820654161798,18.91022208672082
121,-8.694959601027717,-13.374661569696352,19.457303019112345
122,-9.16292979789458,-13.983699005325784,20.101363025528627
123,-9.6450067186377,-14.567608576233882,20.846643201188083
124,-10.137266904397318,-15.111874234325079,21.69577954174567
125,-10.634727637390094,-15.599831146076689,22.649156446022833
126,-11.131237988258754,-16.012880472884238,23.704178495073563
127,-11.619402236721301,-16.330929783419556,24.854498902750425
128,-12.090554991391127,-16.53310891043527,26.089268685875783
129,-12.534810383295541,-16.598795841602836,27.392499478855193
130,-12.94120892912627,-16.508956921589842,28.74266041074098
131,-13.297983728372628,-16.247758116986045,30.11264807369695
132,-13.59296116723397,-15.804340938738186,31.47026835568718
133,-13.814099144384391,-15.174585299363438,32.77933912607546
134,-13.950147759882295,-14.362616801047384,34.00145567405003
135,-13.991394663998804,-13.38177869876309,35.098356455340486
136,-13.930433067475233,-12.254801845451336,36.03469775400494
137,-13.762869945272843,-11.012985634201229,36.78091944919712
138,-13.487881514165682,-9.694349254067049,37.315797820478565
139,-13.108528288155819,-8.340901989401,37.628272219557104
140,-12.631765658280337,-6.995368181945699,37.718221123803566
141,-12.068125910646874,-5.697831581613878,37.59604040951276
142,-11.431096477743575,-4.482791026741185,37.28110082137152
143,-10.736265932643336,-3.3770315273861438,36.799370299964025
144,-10.000342492117618,-2.398537416310109,36.18062084404104
145,-9.240161984536867,-1.5564619397613413,35.455666244632546
146,-8.471791980059315,-0.8519816823332439,34.654001415903956
147,-7.709810950286708,-0.2797487072043269,33.802072827315335
148,-6.96680472597847,0.17037762605168372,32.922252315048254
149,-6.253086490775455,0.5115975567005333,32.03245571014319
150,-5.576618086027856,0.7586345243909951,31.14626625350086
151,-4.943092824985971,0.926503432074405,30.273393003313462
152,-4.356133199279934,1.0296143241841818,29.420304598550985
153,-3.817558446933522,1.081188541090719,28.590911771189297
154,-3.327683748131098,1.0929350579147732,27.78721245281323
155,-2.8856218675265106,1.0749248107098446,27.009850698438353
156,-2.489567199702875,1.0356035978357223,26.258569747749352
157,-2.1370501199490155,0.9818934854916299,25.532559173652043
158,-1.825155759404951,0.9193441034975736,24.830707373111853
159,-1.5507057731146985,0.8523061355505523,24.1517757146418
160,-1.3104045822481734,0.7841084380395954,23.49451160180276
161,-1.1009532802193964,0.717227227236563,22.85771629951949
162,-0.9191352294738004,0.6534408138855697,22.24028086151408
163,-0.7618776251378634,0.593966798026145,21.641200700482855
164,-0.6262931828214625,0.5395808609554393,21.059576715001736
165,-0.5097057784437723,0.49071765445298743,20.494608644453717
166,-0.4096634351540963,0.4475550644744188,19.945584531027695
167,-0.32394158519124483,0.4100835187378997,19.411868807415626
168,-0.2505390747983304,0.3781621552269592,18.8928905415
169,-0.18766895179580143,0.35156366589649246,18.38813268309506
170,-0.13374569002657202,0.33000953859588883,17.89712270236584
171,-0.08737016716432594,0.31319728025567123,17.419424723434872
172,-0.04731342242232622,0.30082104114703223,16.95463308982263
173,-0.012499976065390377,0.29258688963125384,16.50236721203076
174,0.01800871050427405,0.28822381938835867,16.06226751308543
175,0.045030221392682514,0.2874914128788182,15.63399228479639
176,0.06927634054129608,0.2901849394016224,15.21721528188819
177,0.09136720042732871,0.296138535479586,14.811623903877992
178,0.11184433393255444,0.30522700014564386,14.4169178399305
179,0.13118260055386338,0.3173666379136288,14.032808076637648
180,0.14980100428983992,0.3325154971239084,13.65901619106955
181,0.16807245357324677,0.35067327992349046,13.295273870861807
182,0.18633253620827114,0.3718811411207244,12.941322619491086
183,0.20488739669951647,0.39622154519204067,12.596913618533254
184,0.2240208115487689,0.4238183124384852,12.26180773004814
185,0.24400056163774053,0.4548369553603521,11.935775631803207
186,0.2650842010100017,0.48948538348789555,11.618598086347403
187,0.2875243192577911,0.5280150380300597,11.310066352462686
188,0.311573391135018,0.5707225057544177,11.009982754707355
189,0.33748830259695795,0.6179516535824562,10.718161434046976
190,0.36553463769550776,0.6700963206804129,10.43442931035227
191,0.3959908059939983,0.7276036026531609,10.158627296234219
192,0.42915208565991453,0.7909777621966646,9.890611811705227
193,0.46533465331358953,0.8607848016850151,9.630256660956661
194,0.504879668150732,0.9376577351494986,9.37745534663718
195,0.5481574748506087,1.0223025994451236,9.132123913988469
196,0.5955719873100602,1.115505246561695,8.894204437729893
197,0.6475653132352237,1.2181389604176875,8.663669289489258
198,0.7046226779534701,1.3311729413472284,8.44052635381088
199,0.7672777042928459,1.4556816989331371,8.224825397470102
200,0.836118103756875,1.592855387653999,8.016665841325619
201,0.9117918321465874,1.744011108412367,7.816206237819777
202,0.9950137597731654,1.910605180269115,7.62367582231615
203,1.0865729018227603,2.0942463577703645,7.439388584826336
204,1.1873402474175208,2.296709926279015,7.26376040265191
205,1.2982772153036701,2.5199525455564675,7.097329886569002
206,1.42044474832895,2.7661276235736674,6.94078372599592
207,1.5550130358534218,3.0376008789412574,6.79498747453049
208,1.7032718201622052,3.336965579177247,6.6610228981877455
209,1.8666411960637095,3.667056707071508,6.540233215261377
210,2.0466827471644895,4.030962987383921,6.434277787364954
211,2.2451107711864324,4.432035273337503,6.345198070375929
212,2.4638032214015393,4.8738892112052055,6.27549688980372
213,2.704811820381906,5.360399326555647,6.228233345468837
214,2.97037057099928,5.895680651267815,6.207135837527351
215,3.2629015790261335,6.484052668415074,6.216735778218646
216,3.5850166879650276,7.129978613986862,6.26252441436875
217,3.939512880567211,7.837970955134197,6.351134686478683
218,4.329358688023909,8.612451083105675,6.49054897019188
219,4.7576679275320855,9.457547859179865,6.690331563538342
220,5.227655920696863,10.37681564125303,6.961881443071184
221,5.74257189275248,11.372847935185014,7.318695488505715
222,6.305599496995733,12.446758235764786,7.7766242444103115
223,6.919715370872638,13.59749573332716,8.354090322599363
224,7.587493407118091,14.820961807688734,9.07222258297617
225,8.310840247175156,16.108896053242518,9.954836147460012
226,9.090645827781891,17.447511832835687,11.028158466762902
227,9.926332428287271,18.815886718746302,12.320165747465987
228,10.815287857333175,20.18416032366982,13.85935545923294
229,11.75217510396684,21.511670132399345,15.672747687577251
230,12.728124606810091,22.745273708339074,17.782896890989164
231,13.72983951696299,23.81826658617685,20.203733086986865
232,14.738682223884377,24.65049885578587,22.935176649338384
233,15.729863887074526,25.15048208608312,25.956730631645893
234,16.671925706975387,25.22038075571068,29.220687747219273
235,17.526771211848917,24.764664793823023,32.646192549901826
236,18.25056057004633,23.702690607601532,36.116073555032436
237,18.79577357380185,21.98443478145481,39.47885216630257
238,19.114639694567146,19.60705137159058,42.55822735820356
239,19.16388086226949,16.62822815243816,45.171158519726355
240,18.910315591286356,13.171285509521985,47.15320812517326
241,18.33641258310992,9.4176405521006,48.38652089911528
242,17.444535380008986,5.585307563175887,48.82307110236631
243,16.258612598325676,1.8969664818874086,48.49545349357708
244,14.82244798668185,-1.4542795667221688,47.51066183182519
245,13.194775231341447,-4.331694472934624,46.02815101728485
246,11.44212826091384,-6.66715153330281,44.229176307411755
247,9.631200281492175,-8.457443186753675,42.286867576090785
248,7.82233593466759,-9.748865585091009,40.34466448205204
249,6.06521578269173,-10.617018055033803,38.50621774664563
250,4.396992398919177,-11.148072651416975,36.83544021867661
251,2.842485893885562,-11.425085559729062,35.36298190573644
252,1.4157287485240995,-11.520126426171677,34.09521260951715
253,0.12214323105452163,-11.49121683910656,33.02291319824839
254,-1.0391927759615867,-11.3824398191889,32.12826643609367
255,-2.073517480284318,-11.225714774420679,31.389798156793688
256,-2.988737209697954,-11.043169569348999,30.785504030746996
257,-3.794180445663059,-10.849486478210936,30.29460857464292
258,-4.499711048917846,-10.653930023585218,29.89840144039691
259,-5.115132946384583,-10.461968143983011,29.5805068017349
260,-5.649816466144426,-10.27650343840779,29.3268368663951
261,-6.112485163370762,-10.098774556267246,29.125391466698293
262,-6.51111410266041,-9.9289974242728,28.96600045735377
263,-6.852902434821649,-9.766810058019548,28.840062130035616
264,-7.144293197141439,-9.611573319276127,28.740303770838427
265,-7.391021209354908,-9.462568114145174,28.660574649070043
266,-7.598175899833935,-9.319119220587334,28.5956730746943
267,-7.770270231909275,-9.180667740378238,28.541204863397912
268,-7.911309982756171,-9.046807982580203,28.493468759561743
269,-8.024859782738574,-8.91730005951741,28.44936394902008
270,-8.114103810416458,-8.792066232099199,28.40631506989521
271,-8.181900052584732,-8.671176743209543,28.362210715851106
272,-8.230827721647213,-8.554829257026759,28.31535211127412
273,-8.263227875185168,-8.443324875460942,28.26440931300042
274,-8.281237575212746,-8.337042882649897,28.208382906021942
275,-8.286818105956462,-8.236415770309588,28.14656968972096
276,-8.281777872391775,-8.14190564902085,28.078531291330936
277,-8.267790650054682,-8.053982805422294,28.00406499732707
278,-8.246409865591444,-7.973106891899138,27.9231763680754
279,-8.219079568222213,-7.899711014542283,27.83605340492111
280,-8.18714271285422,-7.834188805495785,27.743042181401393
281,-8.151847322118376,-7.776884420761332,27.644623941131076
282,-8.114351031982672,-7.728085290292075,27.541393713765654
283,-8.075724457813612,-7.688017361308948,27.43404051657055
284,-8.036953748163146,-7.656842516120487,27.32332920116352
285,-7.998942624958881,-7.634657810089096,27.21008398072279
286,-7.9625141434719025,-7.621496161155548,27.095173639077817
287,-7.928412345240267,-7.617328126506283,26.979498385145256
288,-7.897303923366869,-7.6220644212567406,26.8639782784341
289,-7.869779973155857,-7.635558865031697,26.749543116923984
290,-7.8463578623434405,-7.657611481738645,26.637123649538136
291,-7.827483224282961,-7.687971522599742,26.527643952782235
292,-7.813532054114639,-7.726340229971431,26.422014795260523
293,-7.804812871700318,-7.772373207453222,26.32112780453235
294,-7.801568905275609,-7.825682308589946,26.225850247610047
295,-7.803980245607042,-7.885837000919525,26.13702023861972
296,-7.81216592113829,-7.952365203468104,26.055442194009057
297,-7.826185849371272,-8.024753633669881,25.98188236651861
298,-7.846042627801133,-8.10244773398837,25.917064303403293
299,-7.871683138419856,-8.18485127931315,25.86166409174991
300,-7.902999952509186,-8.271325793652519,25.816305274028345
301,-7.939832536623519,-8.361189928872479,25.781553340265162
302,-7.9819682758484145,-8.45371897928102,25.75790972961293
303,-8.029143346191676,-8.54814472358639,25.74580530387884
304,-8.081043483931147,-8.643655799804344,25.745593289072076
305,-8.137304715518466,-8.739398828421049,25.757541718480347
306,-8.197514126808723,-8.834480503622471,25.781825452293944
307,-8.261210764490098,-8.927970870491725,25.818517894214054
308,-8.32788677509026,-9.018907996335422,25.86758257430528
309,-8.396988897214776,-9.106304225156219,25.928864818608183
310,-8.46792043000892,-9.189154174132437,26.002083778178267
311,-8.540043804421272,-9.266444588313217,26.086825141083224
312,-8.612683882810465,-9.337166113436751,26.18253489760871
313,-8.685132105873095,-9.400326976251742,26.28851456796902
314,-8.75665159291096,-9.454968477233889,26.40391832909467
315,-8.826483281343252,-9.500182103521041,26.527752488089742
316,-8.893853163561031,-9.535127962984582,26.658877740138465
317,-8.957980643503387,-9.559054127890652,26.79601461372027
318,-9.018087991942114,-9.571316364465293,26.93775244249952
319,-9.073410829194431,-9.57139762024829,27.082562109100834
320,-9.123209508299817,-9.558926552989785,27.228812681039013
321,-9.166781212768814,-9.533694322270138,27.3747919057184
322,-9.203472523718947,-9.495668837174753,27.51873035491591
323,-9.232692155064527,-9.44500566835332,27.658828817824205
324,-9.253923506393406,-9.382054896641872,27.79328834673635
325,-9.266736645418252,-9.307363285947272,27.920342174286457
326,-9.270799309471155,-9.22167133401414,28.038288560646563
327,-9.265886511925453,-9.12590496505797,28.145523508051472
328,-9.251888357238705,-9.021161872303168,28.240572211751875
329,-9.228815708745152,-8.908692781130313,28.322118111056433
330,-9.196803415983668,-8.78987816648512,28.38902846692373
331,-9.156110891033814,-8.666201201485078,28.44037552328187
332,-9.10711992207894,-8.539217918221569,28.475452501375763
333,-9.050329721693203,-8.410525709566539,28.493783917559167
334,-8.986349320480537,-8.281731379819075,28.49512998780114
335,-8.91588752641439,-8.15441995572662,28.479485166367503
336,-8.839740769345614,-8.030125398030187,28.44707114028178
337,-8.75877923221407,-7.910304214194418,28.39832484518018
338,-8.673931730412106,-7.796312778236083,28.333882265359858
339,-8.586169835194504,-7.689388930696455,28.25455891949052
340,-8.496491744744699,-7.590638180231398,28.16132800784902
341,-8.405906388293369,-7.501024577560231,28.055297207329843
342,-8.315418207220056,-7.4213661003011415,27.937685052620306
343,-8.226012996528164,-7.352334187778361,27.809797745812663
344,-8.138645115653183,-7.2944569080497175,27.67300710509249
345,-8.054226294892837,-7.248125130239143,27.528730209817105
346,-7.973616178427468,-7.213601014297549,27.378411137681773
347,-7.897614662014476,-7.191028114243682,27.223505031533495
348,-7.8269560072373965,-7.180442413580661,27.06546458805936
349,-7.762304647871723,-7.181783665009503,26.905728934547085
350,-7.704252549585501,-7.194906482133375,26.745714756854955
351,-7.653317942840288,-7.219590720136118,26.586809462762208
352,-7.609945220569871,-7.255550777887698,26.43036610907236
353,-7.574505776301654,-7.3024435493719135,26.27769978581165
354,-7.54729955360868,-7.359874843087147,26.130085133315013
355,-7.528557082556527,-7.427404171042454,25.988754664271752
356,-7.51844179140512,-7.504547882502586,25.854897569326955
357,-7.517052400514867,-7.5907806812937295,25.729658698398985
358,-7.5244252285927535,-7.685535619792672,25.614137427862687
359,-7.540536267712746,-7.7882027088921975,25.509386144247845
360,-7.565302911830691,-7.898126322884946,25.416408096934905
361,-7.598585252936116,-8.014601613128502,25.336154395035255
362,-7.640186888955355,-8.136870176297055,25.26951994742441
363,-7.689855217689525,-8.264115253516506,25.217338170540526
364,-7.747281221272223,-8.395456766864685,25.180374317344526
365,-7.812098775831469,-8.529946530218574,25.15931731442134
366,-7.88388355127018,-8.666564002221735,25.154770034503056
367,-7.962151596365335,-8.804212979445142,25.16723798074777
368,-8.046357734673316,-8.941719655987812,25.197116418884793
369,-8.135893926804766,-9.077832499250887,25.24467606553358
370,-8.230087784049378,-9.21122440690643,25.310047526778078
371,-8.328201446335083,-9.340497612732737,25.393204780738177
372,-8.429431062974848,-9.464191793758966,25.493948110530326
373,-8.53290713605326,-9.580795792246601,25.61188701717215
374,-8.637696001672593,-9.688763297452867,25.746423771228194
375,-8.74280273125062,-9.786532728285605,25.896738390617717
376,-8.847175730954119,-9.87255141443317,26.061775950864533
377,-8.949713299302024,-9.945303987975468,26.240237231605178
378,-9.049272368169369,-10.00334467061491,26.43057376576356
379,-9.144679598413923,-10.04533287846232,26.630988370513897
380,-9.234744926418763,-10.070071276859226,26.839442186963037
381,-9.318277561462809,-10.076545117848221,27.053669124970533
382,-9.39410431710135,-10.063961404254805,27.271198390991778
383,-9.461090025816695,-10.031786173627202,27.489385466647178
